set,model,severity,n_phish,roc_auc,roc_auc_lo,roc_auc_hi,pr_auc,pr_auc_lo,pr_auc_hi,f1,f1_lo,f1_hi,precision,precision_lo,precision_hi,recall,recall_lo,recall_hi
intersection,logreg,0.0,270,0.9994545498819003,0.9989871673714805,0.9998334262744307,0.9920720989529426,0.9856771187383089,0.9973570383970759,0.9270833333333334,0.9040528458823608,0.949325945710108,0.8725490196078431,0.8338626492942455,0.9108296020684872,0.9888888888888889,0.9757767955955899,1.0
intersection,random_forest,0.0,270,0.9995645327554159,0.9989172564612617,0.9999376142026988,0.9953555229520255,0.9901301234219086,0.999026686419768,0.9795158286778398,0.967741935483871,0.9902551405395208,0.9850187265917603,0.9701408054069277,0.9964032000206287,0.9740740740740741,0.9552208346024977,0.9920334472387131
intersection,gradient_boosting,0.0,270,0.9993384793954594,0.9985151611634514,0.9998302965958381,0.9926137537270842,0.9861199131813763,0.9971685619782074,0.9464285714285714,0.927054124967415,0.9642857142857143,0.9137931034482759,0.8827580590812085,0.9446645971934171,0.9814814814814815,0.9647058823529412,0.9961244051360331
intersection,logreg,0.25,270,0.9953117263658573,0.9912519546012089,0.9980481840759724,0.9420662318893651,0.9093026517382284,0.9718216883745501,0.8964285714285715,0.8669070673173135,0.92183405718422,0.8655172413793103,0.8243516761543327,0.9057288917045014,0.9296296296296296,0.8972288421297373,0.9583333333333334
intersection,random_forest,0.25,270,0.9989732226199463,0.9972832635340058,0.9999102131307875,0.9931046056055092,0.985277882033501,0.9985295509264941,0.9718574108818011,0.9568784474775536,0.9849638140294557,0.9847908745247148,0.9695780131834559,0.9963639657444004,0.9592592592592593,0.9333035714285715,0.981549815498155
intersection,gradient_boosting,0.25,270,0.9979854059626139,0.9949396884630471,0.9997180448307749,0.9879244154927803,0.9778196647323227,0.9956449732328777,0.942652329749104,0.9209024005432178,0.9615421455938697,0.9131944444444444,0.8819138594611753,0.9440829216396008,0.9740740740740741,0.9523809523809523,0.9922194011688176
intersection,logreg,0.5,270,0.9973060283601595,0.9962795337787939,0.9982841382406487,0.9405267261432658,0.9068272019785417,0.9712175216228722,0.8864864864864865,0.8577011165187518,0.9142054861223827,0.8631578947368421,0.8203103054775281,0.903923108957371,0.9111111111111111,0.8754464285714286,0.9425369458128078
intersection,random_forest,0.5,270,0.9997029244892492,0.9994094427025113,0.9999200411816955,0.9954837345146632,0.9909757872568573,0.9987468036270993,0.9737827715355806,0.9583977532368622,0.9856656334902231,0.9848484848484849,0.9696940891807813,0.9963768115942029,0.9629629629629629,0.9370363079615048,0.9832456826803193
intersection,gradient_boosting,0.5,270,0.999462666699134,0.9990243539522674,0.999794664974351,0.9924912879223688,0.9871274544698405,0.9966283859493325,0.9464285714285714,0.9265708556149732,0.9645390070921985,0.9137931034482759,0.8829082046645338,0.9448630045083727,0.9814814814814815,0.9642825140809012,0.9962406015037594
intersection,logreg,0.75,270,0.9958141573526189,0.9943242296651457,0.9971465082225299,0.9051728123306272,0.8619908034336722,0.9459520001568806,0.8639705882352942,0.8329979879275654,0.8937804565273147,0.8576642335766423,0.8150806174957119,0.899690102285258,0.8703703703703703,0.8287856087932064,0.9078063829787234
intersection,random_forest,0.75,270,0.999466319266889,0.9990448605669003,0.9997999910983739,0.9904646956112938,0.9815506638076426,0.9967849267622791,0.9621212121212122,0.9447511045655376,0.9771000301534652,0.9844961240310077,0.9689892317437335,0.9962962962962963,0.9407407407407408,0.9105030472923029,0.9664516208920478
intersection,gradient_boosting,0.75,270,0.9990827996526003,0.9981547396313442,0.999706206970925,0.9894265130381517,0.9824481504871031,0.9950802419030982,0.940754039497307,0.919461858052462,0.9598645726964437,0.9128919860627178,0.8807848012144947,0.9444495694956949,0.9703703703703703,0.9489026182705961,0.9888475836431226
intersection,logreg,1.0,270,0.9956542560531164,0.9941278094110274,0.9970027599393482,0.9033989957924842,0.8621668038423428,0.9436969996356418,0.861878453038674,0.8301886792452831,0.8900714011884224,0.8571428571428571,0.8134150361267866,0.9000092250922509,0.8666666666666667,0.8269142066420664,0.9043824701195219
intersection,random_forest,1.0,270,0.9995933474565953,0.9992395400757319,0.9998512533094114,0.9922057321668771,0.9834536077126251,0.9975714687939422,0.9521988527724665,0.9322349904865965,0.9693290083818881,0.9841897233201581,0.968250806298615,0.9962271217581796,0.9222222222222223,0.8873637930447995,0.9528996163682865
intersection,gradient_boosting,1.0,270,0.999254876177953,0.998787357123272,0.9996351824889674,0.9878657329575925,0.9801558292073297,0.9940567507890028,0.940754039497307,0.9205175600739371,0.9594102448960997,0.9128919860627178,0.8821207740618812,0.9444487179487179,0.9703703703703703,0.9477605439700452,0.9891323897403815
